('Epochs; batch_size; layer1; layer2; func1; func2; func_out', accuracy)
('30; 750; 96; 16; softmax; softmax; softmax', 0.36465412)
('20; 500; 128; 32; sigmoid; softmax; softmax', 0.36455417)
('20; 1000; 96; 32; sigmoid; relu; sigmoid', 0.3642543)
('10; 750; 80; 48; softmax; sigmoid; softmax', 0.36415434)
('20; 500; 64; 16; sigmoid; relu; relu', 0.36395442)
('20; 1000; 128; 48; softmax; sigmoid; softmax', 0.36385447)
('10; 250; 128; 16; sigmoid; sigmoid; sigmoid', 0.3632547)
('30; 1000; 128; 32; softmax; sigmoid; softmax', 0.36315474)
('20; 750; 112; 16; sigmoid; softmax; softmax', 0.36305478)
('30; 750; 96; 64; softmax; softmax; sigmoid', 0.362455)
('20; 250; 80; 16; sigmoid; sigmoid; softmax', 0.362455)
('20; 1000; 96; 16; sigmoid; softmax; sigmoid', 0.3622551)
('10; 500; 64; 32; sigmoid; softmax; softmax', 0.36215514)
('10; 750; 112; 48; softmax; relu; softmax', 0.36185527)
('30; 1000; 128; 16; relu; sigmoid; relu', 0.36055577)
('30; 1000; 80; 16; softmax; relu; sigmoid', 0.3602559)
('30; 250; 96; 32; sigmoid; softmax; sigmoid', 0.35905638)
('20; 500; 128; 48; sigmoid; softmax; sigmoid', 0.35895643)
('30; 500; 112; 16; relu; relu; softmax', 0.35895643)
('20; 250; 64; 48; sigmoid; sigmoid; softmax', 0.35895643)
('10; 250; 96; 48; relu; sigmoid; sigmoid', 0.35885647)
('30; 1000; 112; 32; sigmoid; softmax; sigmoid', 0.35865653)
('30; 750; 64; 48; softmax; softmax; softmax', 0.35865653)
('20; 500; 128; 64; softmax; sigmoid; softmax', 0.35855657)
('20; 1000; 64; 64; softmax; sigmoid; softmax', 0.35855657)
('10; 1000; 80; 48; sigmoid; softmax; softmax', 0.35775688)
('10; 500; 64; 64; softmax; relu; sigmoid', 0.35695723)
('20; 750; 112; 64; sigmoid; softmax; relu', 0.35635746)
('10; 250; 96; 32; sigmoid; softmax; softmax', 0.35515794)
('30; 750; 64; 48; softmax; sigmoid; softmax', 0.35505798)
('30; 750; 128; 64; softmax; sigmoid; sigmoid', 0.35335866)
('10; 500; 128; 32; sigmoid; sigmoid; sigmoid', 0.35295883)
('30; 500; 64; 16; softmax; sigmoid; softmax', 0.35185924)
('30; 1000; 80; 48; softmax; relu; softmax', 0.35165933)
('30; 750; 112; 48; sigmoid; softmax; sigmoid', 0.3512595)
('20; 750; 112; 48; sigmoid; softmax; sigmoid', 0.35115954)
('30; 750; 64; 16; sigmoid; softmax; sigmoid', 0.35095963)
('10; 750; 128; 32; sigmoid; softmax; sigmoid', 0.35085964)
('30; 250; 112; 32; sigmoid; relu; sigmoid', 0.35075969)
('10; 250; 96; 48; sigmoid; sigmoid; sigmoid', 0.3504598)
('30; 750; 96; 16; sigmoid; softmax; sigmoid', 0.35006)
('20; 500; 112; 64; sigmoid; softmax; softmax', 0.3497601)
('30; 750; 80; 48; softmax; softmax; softmax', 0.34936026)
('10; 750; 64; 32; softmax; softmax; softmax', 0.34856057)
('30; 1000; 96; 16; sigmoid; softmax; sigmoid', 0.3480608)
('30; 500; 64; 64; sigmoid; softmax; sigmoid', 0.34796083)
('20; 750; 112; 32; sigmoid; softmax; softmax', 0.3477609)
('30; 250; 96; 48; sigmoid; softmax; softmax', 0.34756097)
('10; 250; 80; 48; sigmoid; softmax; softmax', 0.34746101)
('20; 250; 64; 16; sigmoid; softmax; softmax', 0.3472611)
('10; 750; 64; 64; softmax; relu; softmax', 0.3467613)
('10; 1000; 96; 32; sigmoid; softmax; softmax', 0.34656137)
('20; 500; 112; 16; sigmoid; softmax; sigmoid', 0.34646142)
('10; 750; 96; 48; relu; softmax; sigmoid', 0.34646142)
('10; 750; 80; 16; softmax; relu; sigmoid', 0.34646142)
('10; 1000; 112; 64; softmax; relu; sigmoid', 0.34636146)
('10; 500; 96; 32; sigmoid; softmax; softmax', 0.34636146)
('10; 750; 80; 16; relu; relu; softmax', 0.34636146)
('10; 500; 64; 32; relu; sigmoid; relu', 0.34636146)
('10; 1000; 64; 32; softmax; relu; sigmoid', 0.3460616)
('10; 500; 80; 16; softmax; relu; softmax', 0.34566173)
('30; 750; 128; 16; relu; relu; softmax', 0.34556177)
('10; 750; 112; 16; softmax; relu; softmax', 0.3452619)
('20; 750; 80; 64; sigmoid; softmax; sigmoid', 0.3442623)
('20; 750; 128; 16; softmax; relu; sigmoid', 0.3440624)
('10; 250; 112; 64; sigmoid; softmax; softmax', 0.34386244)
('30; 250; 80; 48; softmax; softmax; softmax', 0.34286284)
('10; 750; 80; 32; sigmoid; softmax; sigmoid', 0.34236306)
('20; 1000; 128; 64; softmax; sigmoid; softmax', 0.3422631)
('10; 250; 112; 16; sigmoid; softmax; softmax', 0.3409636)
('10; 1000; 80; 48; relu; sigmoid; relu', 0.3409636)
('20; 1000; 64; 48; softmax; relu; sigmoid', 0.3407637)
('10; 750; 112; 16; sigmoid; relu; sigmoid', 0.3397641)
('10; 750; 80; 16; sigmoid; softmax; sigmoid', 0.3397641)
('30; 750; 80; 32; sigmoid; softmax; sigmoid', 0.33956417)
('10; 1000; 80; 64; relu; sigmoid; softmax', 0.33566573)
('10; 250; 128; 64; softmax; sigmoid; sigmoid', 0.334966)
('10; 250; 112; 32; relu; sigmoid; softmax', 0.33446622)
('10; 1000; 96; 64; softmax; relu; softmax', 0.33406636)
('20; 1000; 112; 32; sigmoid; sigmoid; softmax', 0.3307677)
('10; 500; 128; 32; sigmoid; softmax; sigmoid', 0.32956818)
('10; 750; 64; 48; sigmoid; relu; relu', 0.32906836)
('10; 250; 112; 48; sigmoid; softmax; softmax', 0.3287685)
('10; 500; 64; 48; softmax; sigmoid; softmax', 0.3287685)
('30; 500; 112; 32; relu; sigmoid; softmax', 0.32566974)
('10; 750; 64; 16; relu; sigmoid; softmax', 0.32526988)
('10; 1000; 112; 32; sigmoid; softmax; softmax', 0.32457018)
('20; 500; 80; 16; sigmoid; sigmoid; sigmoid', 0.32437027)
('10; 1000; 96; 16; sigmoid; softmax; sigmoid', 0.32427028)
('10; 750; 128; 16; sigmoid; softmax; relu', 0.32267094)
('30; 750; 112; 48; sigmoid; softmax; softmax', 0.32247102)
('30; 250; 80; 64; sigmoid; softmax; softmax', 0.32247102)
('10; 1000; 112; 16; relu; relu; softmax', 0.32227108)
('20; 750; 64; 64; softmax; softmax; sigmoid', 0.32227108)
('20; 1000; 128; 64; relu; sigmoid; sigmoid', 0.32207116)
('30; 1000; 112; 48; relu; relu; relu', 0.32187125)
('10; 750; 128; 48; softmax; softmax; sigmoid', 0.32057178)
('10; 1000; 80; 64; sigmoid; softmax; sigmoid', 0.32017192)
('20; 250; 128; 48; sigmoid; softmax; sigmoid', 0.31967214)
('10; 500; 80; 16; relu; sigmoid; softmax', 0.31847262)
('10; 750; 112; 16; sigmoid; softmax; softmax', 0.31527388)
('30; 1000; 64; 16; sigmoid; softmax; softmax', 0.3137745)
('30; 1000; 128; 32; relu; sigmoid; relu', 0.31257498)
('20; 1000; 112; 48; sigmoid; softmax; relu', 0.31257498)
('30; 250; 112; 32; relu; sigmoid; relu', 0.31257498)
('30; 500; 112; 16; sigmoid; softmax; relu', 0.31257498)
('10; 500; 96; 64; relu; sigmoid; relu', 0.31257498)
('30; 500; 80; 16; sigmoid; relu; relu', 0.31257498)
('30; 1000; 80; 16; sigmoid; relu; relu', 0.31257498)
('20; 1000; 64; 64; sigmoid; sigmoid; relu', 0.31257498)
('30; 750; 64; 64; sigmoid; relu; relu', 0.31257498)
('10; 1000; 64; 16; sigmoid; sigmoid; relu', 0.31257498)
('30; 1000; 64; 16; sigmoid; sigmoid; relu', 0.31257498)
('20; 750; 128; 32; relu; sigmoid; relu', 0.312475)
('30; 1000; 112; 64; sigmoid; softmax; relu', 0.312475)
('30; 250; 96; 64; softmax; sigmoid; relu', 0.312475)
('30; 500; 96; 64; sigmoid; sigmoid; relu', 0.312475)
('20; 500; 80; 32; relu; relu; relu', 0.312475)
('10; 750; 64; 48; sigmoid; sigmoid; relu', 0.31237504)
('20; 1000; 96; 48; sigmoid; relu; relu', 0.31227508)
('30; 1000; 80; 48; sigmoid; sigmoid; relu', 0.31227508)
('20; 750; 128; 64; sigmoid; softmax; relu', 0.31217512)
('10; 1000; 96; 48; sigmoid; softmax; relu', 0.31217512)
('10; 500; 96; 32; sigmoid; relu; relu', 0.3119752)
('10; 500; 64; 48; sigmoid; softmax; relu', 0.3119752)
('10; 250; 128; 64; sigmoid; sigmoid; relu', 0.31187525)
('20; 500; 64; 64; softmax; relu; relu', 0.31187525)
('20; 1000; 80; 48; softmax; softmax; relu', 0.3117753)
('30; 250; 64; 48; sigmoid; relu; relu', 0.3117753)
('20; 250; 64; 32; relu; sigmoid; relu', 0.3117753)
('30; 500; 96; 64; softmax; relu; relu', 0.31167534)
('20; 1000; 64; 16; sigmoid; sigmoid; relu', 0.31037584)
('10; 250; 112; 16; sigmoid; softmax; sigmoid', 0.309976)
('30; 500; 96; 48; relu; relu; relu', 0.30967614)
('10; 1000; 64; 16; sigmoid; sigmoid; softmax', 0.30967614)
('10; 500; 64; 16; softmax; softmax; softmax', 0.30927628)
('10; 750; 128; 32; relu; sigmoid; softmax', 0.30887645)
('30; 250; 112; 48; sigmoid; softmax; sigmoid', 0.30857658)
('30; 750; 80; 32; relu; sigmoid; softmax', 0.3084766)
('10; 500; 96; 32; softmax; softmax; sigmoid', 0.3077769)
('20; 750; 64; 48; sigmoid; softmax; softmax', 0.30737704)
('20; 750; 112; 48; sigmoid; relu; relu', 0.30657735)
('20; 250; 80; 16; sigmoid; sigmoid; sigmoid', 0.3059776)
('20; 750; 128; 32; softmax; softmax; softmax', 0.30327868)
('30; 1000; 112; 16; sigmoid; sigmoid; sigmoid', 0.3029788)
('10; 500; 112; 32; sigmoid; softmax; softmax', 0.29958016)
('10; 750; 128; 16; sigmoid; relu; relu', 0.29908037)
('20; 1000; 96; 64; sigmoid; softmax; relu', 0.2989804)
('20; 1000; 112; 48; relu; sigmoid; sigmoid', 0.29788086)
('10; 500; 64; 32; sigmoid; softmax; sigmoid', 0.29718113)
('10; 1000; 112; 16; sigmoid; relu; sigmoid', 0.29708117)
('10; 500; 64; 48; sigmoid; sigmoid; softmax', 0.29688126)
('20; 750; 80; 32; sigmoid; softmax; sigmoid', 0.2967813)
('20; 1000; 96; 64; sigmoid; softmax; softmax', 0.29658136)
('30; 750; 128; 32; relu; sigmoid; sigmoid', 0.2964814)
('10; 1000; 128; 16; sigmoid; sigmoid; softmax', 0.29638144)
('30; 1000; 80; 48; softmax; sigmoid; softmax', 0.29538184)
('20; 1000; 128; 16; sigmoid; sigmoid; sigmoid', 0.29468212)
('20; 250; 80; 64; sigmoid; softmax; sigmoid', 0.29398242)
('10; 750; 96; 48; softmax; sigmoid; softmax', 0.29368252)
('10; 1000; 112; 16; sigmoid; relu; relu', 0.2934826)
('10; 250; 128; 48; softmax; sigmoid; softmax', 0.2932827)
('20; 1000; 96; 32; relu; sigmoid; sigmoid', 0.29278287)
('10; 500; 128; 48; sigmoid; softmax; softmax', 0.29168332)
('10; 1000; 96; 16; sigmoid; softmax; softmax', 0.29168332)
('30; 1000; 128; 16; sigmoid; sigmoid; sigmoid', 0.29088366)
('10; 750; 64; 32; relu; sigmoid; sigmoid', 0.2894842)
('10; 250; 64; 32; sigmoid; softmax; sigmoid', 0.28838465)
('20; 250; 128; 16; sigmoid; softmax; sigmoid', 0.28788483)
('30; 1000; 96; 32; relu; sigmoid; softmax', 0.28778487)
('20; 1000; 80; 32; softmax; sigmoid; softmax', 0.28638545)
('30; 1000; 80; 64; relu; sigmoid; sigmoid', 0.28568572)
('30; 500; 64; 48; sigmoid; softmax; sigmoid', 0.2852859)
('20; 250; 96; 16; sigmoid; softmax; sigmoid', 0.2844862)
('20; 500; 80; 32; relu; sigmoid; sigmoid', 0.28398642)
('10; 500; 112; 48; relu; sigmoid; sigmoid', 0.28318673)
('10; 250; 96; 16; sigmoid; softmax; sigmoid', 0.28218713)
('10; 1000; 112; 48; sigmoid; relu; sigmoid', 0.28158736)
('10; 1000; 112; 16; softmax; relu; softmax', 0.28138745)
('30; 1000; 96; 48; relu; sigmoid; sigmoid', 0.2809876)
('10; 750; 96; 16; relu; relu; softmax', 0.2809876)
('20; 1000; 128; 48; relu; sigmoid; sigmoid', 0.28018793)
('20; 750; 64; 16; sigmoid; sigmoid; sigmoid', 0.279988)
('20; 750; 112; 32; softmax; relu; sigmoid', 0.27968812)
('10; 1000; 128; 64; softmax; relu; softmax', 0.2794882)
('10; 250; 112; 16; softmax; relu; sigmoid', 0.2792883)
('10; 1000; 128; 48; relu; relu; relu', 0.27808878)
('10; 500; 112; 48; sigmoid; softmax; softmax', 0.2769892)
('20; 1000; 112; 32; relu; sigmoid; sigmoid', 0.2769892)
('10; 750; 80; 48; sigmoid; softmax; sigmoid', 0.2762895)
('10; 500; 112; 48; relu; sigmoid; softmax', 0.27578968)
('10; 1000; 80; 16; sigmoid; softmax; sigmoid', 0.2754898)
('20; 750; 128; 48; relu; sigmoid; relu', 0.27439025)
('10; 500; 80; 32; softmax; relu; sigmoid', 0.27439025)
('10; 1000; 64; 64; softmax; relu; relu', 0.2732907)
('10; 250; 128; 32; sigmoid; softmax; sigmoid', 0.27309075)
('10; 1000; 80; 64; sigmoid; sigmoid; sigmoid', 0.27309075)
('10; 250; 128; 32; relu; sigmoid; softmax', 0.27269092)
('20; 750; 128; 48; sigmoid; softmax; sigmoid', 0.2714914)
('10; 250; 112; 64; softmax; softmax; softmax', 0.27139145)
('30; 1000; 128; 48; relu; relu; relu', 0.27109155)
('20; 750; 112; 64; softmax; sigmoid; sigmoid', 0.27109155)
('10; 750; 80; 64; relu; sigmoid; sigmoid', 0.27039185)
('30; 1000; 64; 32; softmax; softmax; softmax', 0.26889244)
('30; 250; 128; 48; sigmoid; sigmoid; relu', 0.26769292)
('20; 1000; 64; 64; relu; softmax; sigmoid', 0.2664934)
('10; 500; 80; 16; sigmoid; relu; sigmoid', 0.26579368)
('10; 1000; 128; 64; relu; sigmoid; sigmoid', 0.2652939)
('10; 250; 128; 32; relu; sigmoid; sigmoid', 0.26479408)
('10; 1000; 80; 64; relu; sigmoid; sigmoid', 0.2644942)
('10; 1000; 64; 64; sigmoid; softmax; softmax', 0.26389444)
('30; 250; 112; 64; sigmoid; softmax; sigmoid', 0.26379448)
('20; 1000; 96; 48; relu; sigmoid; softmax', 0.26279488)
('10; 250; 128; 48; softmax; relu; sigmoid', 0.26269493)
('20; 500; 80; 16; sigmoid; softmax; softmax', 0.2619952)
('30; 1000; 64; 16; softmax; sigmoid; softmax', 0.26189524)
('20; 1000; 80; 48; sigmoid; softmax; softmax', 0.2604958)
('10; 750; 80; 16; relu; sigmoid; sigmoid', 0.259996)
('10; 500; 112; 32; relu; sigmoid; softmax', 0.25939626)
('30; 1000; 112; 32; sigmoid; sigmoid; softmax', 0.25939626)
('10; 500; 80; 32; softmax; softmax; sigmoid', 0.25839666)
('10; 1000; 112; 64; sigmoid; softmax; sigmoid', 0.25769693)
('30; 750; 96; 48; relu; sigmoid; sigmoid', 0.25769693)
('10; 1000; 112; 48; sigmoid; softmax; sigmoid', 0.2569972)
('20; 250; 128; 64; softmax; softmax; softmax', 0.2559976)
('30; 1000; 112; 48; sigmoid; relu; relu', 0.254998)
('10; 250; 112; 16; sigmoid; sigmoid; sigmoid', 0.25379848)
('10; 500; 80; 32; sigmoid; sigmoid; sigmoid', 0.2534986)
('10; 250; 96; 16; sigmoid; sigmoid; sigmoid', 0.25329867)
('30; 500; 64; 32; softmax; softmax; sigmoid', 0.25309876)
('10; 500; 112; 32; softmax; softmax; sigmoid', 0.2517993)
('10; 500; 112; 16; sigmoid; relu; relu', 0.25159937)
('30; 1000; 96; 32; relu; sigmoid; sigmoid', 0.25129947)
('20; 500; 96; 16; sigmoid; sigmoid; sigmoid', 0.25069973)
('10; 250; 112; 48; softmax; sigmoid; sigmoid', 0.25009996)
('30; 750; 64; 48; sigmoid; relu; relu', 0.24970011)
('10; 1000; 96; 16; softmax; sigmoid; sigmoid', 0.24890044)
('10; 1000; 128; 16; sigmoid; softmax; softmax', 0.24770091)
('10; 750; 96; 64; relu; sigmoid; sigmoid', 0.24670132)
('20; 250; 112; 64; sigmoid; softmax; sigmoid', 0.24590164)
('20; 250; 80; 16; relu; relu; relu', 0.24570172)
('10; 500; 96; 48; relu; sigmoid; sigmoid', 0.24520192)
('10; 750; 128; 48; relu; sigmoid; sigmoid', 0.24490204)
('10; 1000; 64; 48; relu; sigmoid; sigmoid', 0.24460216)
('20; 500; 64; 32; relu; sigmoid; sigmoid', 0.2440024)
('10; 750; 128; 64; sigmoid; relu; relu', 0.24370252)
('20; 250; 80; 16; sigmoid; sigmoid; relu', 0.24310276)
('20; 1000; 128; 64; sigmoid; softmax; sigmoid', 0.2430028)
('20; 750; 80; 48; softmax; softmax; softmax', 0.2430028)
('10; 750; 128; 16; relu; sigmoid; sigmoid', 0.24260296)
('10; 750; 80; 48; relu; sigmoid; softmax', 0.24260296)
('20; 1000; 96; 32; sigmoid; sigmoid; sigmoid', 0.24130347)
('10; 500; 96; 16; sigmoid; softmax; softmax', 0.24080367)
('10; 500; 64; 16; sigmoid; softmax; softmax', 0.2390044)
('30; 1000; 112; 64; relu; relu; relu', 0.23860456)
('10; 750; 112; 48; relu; sigmoid; sigmoid', 0.23860456)
('20; 750; 64; 32; relu; sigmoid; sigmoid', 0.23860456)
('10; 500; 112; 16; sigmoid; sigmoid; sigmoid', 0.23760496)
('10; 1000; 128; 32; relu; sigmoid; softmax', 0.23740503)
('20; 500; 64; 16; relu; sigmoid; softmax', 0.23730507)
('30; 500; 128; 16; relu; sigmoid; sigmoid', 0.23720512)
('20; 500; 96; 16; relu; sigmoid; sigmoid', 0.23720512)
('10; 750; 80; 64; softmax; relu; softmax', 0.23680528)
('10; 500; 80; 32; sigmoid; sigmoid; softmax', 0.23670532)
('30; 750; 96; 48; softmax; softmax; sigmoid', 0.23660536)
('10; 500; 128; 64; relu; sigmoid; sigmoid', 0.2365054)
('10; 1000; 96; 64; softmax; sigmoid; sigmoid', 0.2365054)
('30; 750; 112; 64; sigmoid; softmax; sigmoid', 0.23640543)
('20; 750; 96; 64; softmax; softmax; softmax', 0.23640543)
('20; 750; 80; 32; softmax; softmax; sigmoid', 0.23640543)
('10; 500; 64; 16; relu; softmax; relu', 0.23620552)
('10; 750; 96; 32; sigmoid; sigmoid; sigmoid', 0.23580568)
('20; 1000; 96; 64; softmax; sigmoid; sigmoid', 0.23560576)
('10; 750; 128; 64; relu; sigmoid; sigmoid', 0.23530588)
('30; 1000; 80; 32; sigmoid; softmax; softmax', 0.23520592)
('20; 500; 64; 64; softmax; sigmoid; softmax', 0.23510596)
('20; 750; 64; 64; softmax; softmax; softmax', 0.235006)
('20; 1000; 96; 48; sigmoid; softmax; sigmoid', 0.23490603)
('30; 250; 64; 48; sigmoid; softmax; sigmoid', 0.23480608)
('20; 250; 64; 32; softmax; relu; sigmoid', 0.23480608)
('10; 750; 128; 32; sigmoid; sigmoid; sigmoid', 0.23470612)
('10; 1000; 128; 32; relu; sigmoid; sigmoid', 0.23470612)
('10; 1000; 96; 48; softmax; relu; softmax', 0.23470612)
('10; 1000; 96; 32; sigmoid; sigmoid; sigmoid', 0.23470612)
('20; 1000; 80; 32; sigmoid; sigmoid; sigmoid', 0.23470612)
('10; 750; 64; 16; relu; softmax; softmax', 0.23470612)
('10; 250; 128; 64; sigmoid; softmax; sigmoid', 0.23460616)
('10; 250; 128; 64; sigmoid; relu; relu', 0.23460616)
('10; 250; 128; 64; softmax; sigmoid; softmax', 0.23460616)
('10; 250; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('10; 250; 128; 64; softmax; softmax; softmax', 0.23460616)
('10; 250; 128; 64; softmax; relu; sigmoid', 0.23460616)
('10; 250; 128; 64; relu; softmax; sigmoid', 0.23460616)
('10; 500; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('10; 500; 128; 64; softmax; softmax; softmax', 0.23460616)
('10; 500; 128; 64; softmax; relu; softmax', 0.23460616)
('10; 500; 128; 64; relu; softmax; softmax', 0.23460616)
('10; 750; 128; 64; relu; softmax; sigmoid', 0.23460616)
('10; 1000; 128; 64; sigmoid; relu; relu', 0.23460616)
('10; 1000; 128; 64; softmax; sigmoid; sigmoid', 0.23460616)
('10; 1000; 128; 64; relu; sigmoid; relu', 0.23460616)
('10; 1000; 128; 64; relu; softmax; sigmoid', 0.23460616)
('20; 250; 128; 64; sigmoid; sigmoid; relu', 0.23460616)
('20; 250; 128; 64; softmax; sigmoid; sigmoid', 0.23460616)
('20; 250; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('20; 250; 128; 64; softmax; relu; sigmoid', 0.23460616)
('20; 250; 128; 64; relu; sigmoid; sigmoid', 0.23460616)
('20; 250; 128; 64; relu; softmax; sigmoid', 0.23460616)
('20; 250; 128; 64; relu; softmax; softmax', 0.23460616)
('20; 500; 128; 64; softmax; sigmoid; sigmoid', 0.23460616)
('20; 500; 128; 64; softmax; sigmoid; relu', 0.23460616)
('20; 500; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('20; 500; 128; 64; softmax; softmax; softmax', 0.23460616)
('20; 500; 128; 64; softmax; relu; sigmoid', 0.23460616)
('20; 500; 128; 64; softmax; relu; softmax', 0.23460616)
('20; 750; 128; 64; softmax; sigmoid; sigmoid', 0.23460616)
('20; 750; 128; 64; softmax; sigmoid; softmax', 0.23460616)
('20; 750; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('20; 750; 128; 64; softmax; relu; softmax', 0.23460616)
('20; 750; 128; 64; relu; sigmoid; relu', 0.23460616)
('20; 750; 128; 64; relu; softmax; softmax', 0.23460616)
('20; 1000; 128; 64; softmax; sigmoid; sigmoid', 0.23460616)
('20; 1000; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('20; 1000; 128; 64; softmax; relu; softmax', 0.23460616)
('20; 1000; 128; 64; relu; relu; relu', 0.23460616)
('30; 250; 128; 64; softmax; sigmoid; sigmoid', 0.23460616)
('30; 250; 128; 64; softmax; sigmoid; softmax', 0.23460616)
('30; 250; 128; 64; softmax; softmax; softmax', 0.23460616)
('30; 250; 128; 64; softmax; relu; sigmoid', 0.23460616)
('30; 250; 128; 64; softmax; relu; softmax', 0.23460616)
('30; 250; 128; 64; relu; sigmoid; sigmoid', 0.23460616)
('30; 250; 128; 64; relu; softmax; sigmoid', 0.23460616)
('30; 250; 128; 64; relu; softmax; softmax', 0.23460616)
('30; 500; 128; 64; sigmoid; softmax; sigmoid', 0.23460616)
('30; 500; 128; 64; sigmoid; softmax; softmax', 0.23460616)
('30; 500; 128; 64; softmax; sigmoid; sigmoid', 0.23460616)
('30; 500; 128; 64; softmax; sigmoid; softmax', 0.23460616)
('30; 500; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('30; 500; 128; 64; softmax; softmax; softmax', 0.23460616)
('30; 500; 128; 64; softmax; relu; softmax', 0.23460616)
('30; 500; 128; 64; softmax; relu; relu', 0.23460616)
('30; 500; 128; 64; relu; sigmoid; relu', 0.23460616)
('30; 500; 128; 64; relu; softmax; sigmoid', 0.23460616)
('30; 750; 128; 64; softmax; sigmoid; softmax', 0.23460616)
('30; 750; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('30; 750; 128; 64; softmax; relu; sigmoid', 0.23460616)
('30; 750; 128; 64; softmax; relu; softmax', 0.23460616)
('30; 750; 128; 64; relu; softmax; sigmoid', 0.23460616)
('30; 750; 128; 64; relu; softmax; softmax', 0.23460616)
('30; 750; 128; 64; relu; relu; relu', 0.23460616)
('30; 1000; 128; 64; softmax; sigmoid; sigmoid', 0.23460616)
('30; 1000; 128; 64; softmax; softmax; sigmoid', 0.23460616)
('30; 1000; 128; 64; softmax; softmax; relu', 0.23460616)
('30; 1000; 128; 64; softmax; relu; softmax', 0.23460616)
('30; 1000; 128; 64; relu; softmax; softmax', 0.23460616)
('10; 250; 128; 48; softmax; sigmoid; sigmoid', 0.23460616)
('10; 250; 128; 48; softmax; softmax; sigmoid', 0.23460616)
('10; 250; 128; 48; softmax; softmax; softmax', 0.23460616)
('10; 250; 128; 48; relu; sigmoid; sigmoid', 0.23460616)
